Index,Date,Route,Classification,Donor,Aid (tons)
419,1 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,20
420,1 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,20
421,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
422,1 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,10
423,1 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,15
424,1 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,15
425,1 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,15
426,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
427,1 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,10
428,1 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
429,1 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
430,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
431,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
432,1 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
433,1 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
434,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
435,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
436,1 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
437,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
438,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
439,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
440,1 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
441,2 Nov 2023,Land Crossings,Shelter Equipment,Mixed donors,10
442,2 Nov 2023,Land Crossings,Combined Aid,Mixed donors,15
443,2 Nov 2023,Land Crossings,Food,Mixed donors,15
444,2 Nov 2023,Land Crossings,Combined Aid,Bahrain,15
445,2 Nov 2023,Land Crossings,Medical Supplies,UNICEF,10
446,2 Nov 2023,Land Crossings,Medical Supplies,UNICEF,10
447,2 Nov 2023,Land Crossings,Food,UNRWA,15
448,2 Nov 2023,Land Crossings,Medical Supplies,Bahrain,20
449,2 Nov 2023,Land Crossings,Medical Supplies,Morocco,20
450,2 Nov 2023,Land Crossings,Shelter Equipment,UNHCR,15
451,2 Nov 2023,Land Crossings,Shelter Equipment,UNHCR,15
452,2 Nov 2023,Land Crossings,Medical Supplies,UNICEF,10
453,2 Nov 2023,Land Crossings,Food,Mixed donors,20
454,2 Nov 2023,Land Crossings,Food,Mixed donors,20
455,2 Nov 2023,Land Crossings,Food,UNRWA,15
456,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
457,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
458,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
459,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
460,2 Nov 2023,Land Crossings,Medical Supplies,Mixed donors,15
461,2 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
462,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
463,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
464,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
465,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
466,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
467,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
468,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
469,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
470,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
471,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
472,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
473,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
474,2 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
475,2 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
476,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
477,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
478,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
479,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
480,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
481,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
482,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
483,2 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
484,2 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
485,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
486,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
487,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
488,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
489,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
490,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
491,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
492,2 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
493,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
494,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
495,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
496,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
497,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
498,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
499,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
500,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
501,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
502,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
503,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
504,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
505,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
506,2 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
507,2 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
508,2 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
509,3 Nov 2023,Land Crossings,Medical Supplies,UNFPA,10
510,3 Nov 2023,Land Crossings,Medical Supplies,UNFPA,10
511,3 Nov 2023,Land Crossings,Medical Supplies,WHO,10
512,3 Nov 2023,Land Crossings,Medical Supplies,ICRC,10
513,3 Nov 2023,Land Crossings,Medical Supplies,ICRC,10
514,3 Nov 2023,Land Crossings,Medical Supplies,ICRC,10
515,3 Nov 2023,Land Crossings,Medical Supplies,UNRWA,10
516,3 Nov 2023,Land Crossings,Food,WFP,15
517,3 Nov 2023,Land Crossings,Food,WFP,15
518,3 Nov 2023,Land Crossings,Food,WFP,15
519,3 Nov 2023,Land Crossings,Food,WFP,15
520,3 Nov 2023,Land Crossings,Food,WFP,15
521,3 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
522,3 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
523,3 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
524,3 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
525,3 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
526,3 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
527,3 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
528,3 Nov 2023,Land Crossings,Medical Supplies,Jordan,20
529,3 Nov 2023,Land Crossings,Food,WFP,15
530,3 Nov 2023,Land Crossings,Food,WFP,15
531,3 Nov 2023,Land Crossings,Food,WFP,15
532,3 Nov 2023,Land Crossings,Food,WFP,15
533,3 Nov 2023,Land Crossings,Food,WFP,15
534,3 Nov 2023,Land Crossings,Combined Aid,Mixed donors,15
535,3 Nov 2023,Land Crossings,Water,UNICEF,20
536,3 Nov 2023,Land Crossings,Water,UNICEF,20
537,3 Nov 2023,Land Crossings,Shelter Equipment,Mixed donors,15
538,3 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,20
539,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
540,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
541,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
542,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
543,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
544,3 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
545,4 Nov 2023,Land Crossings,Medical Supplies,ICRC,20
546,4 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
547,4 Nov 2023,Land Crossings,Food,WFP,15
548,4 Nov 2023,Land Crossings,Shelter Equipment,ICRC,15
549,4 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
550,4 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
551,4 Nov 2023,Land Crossings,Water,UNICEF,20
552,4 Nov 2023,Land Crossings,Water,UNICEF,20
553,4 Nov 2023,Land Crossings,Water,UNICEF,20
554,4 Nov 2023,Land Crossings,Water,UNICEF,20
555,4 Nov 2023,Land Crossings,Water,UNICEF,20
556,4 Nov 2023,Land Crossings,Combined Aid,UNICEF,15
557,4 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
558,4 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
559,4 Nov 2023,Land Crossings,Medical Supplies,UNRWA,10
560,4 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
561,4 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
562,4 Nov 2023,Land Crossings,Food,WFP,15
563,4 Nov 2023,Land Crossings,Food,WFP,15
564,4 Nov 2023,Land Crossings,Water,UNICEF,20
565,4 Nov 2023,Land Crossings,Water,UNICEF,20
566,4 Nov 2023,Land Crossings,Medical Supplies,ICRC,20
567,4 Nov 2023,Land Crossings,Medical Supplies,Mixed donors,10
568,4 Nov 2023,Land Crossings,Water,UNRWA,20
569,4 Nov 2023,Land Crossings,Water,UNRWA,20
570,4 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
571,4 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
572,4 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
573,4 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
574,4 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
575,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
576,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
577,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
578,5 Nov 2023,Land Crossings,Food,WFP,15
579,5 Nov 2023,Land Crossings,Water,UNRWA,20
580,5 Nov 2023,Land Crossings,Water,UNRWA,20
581,5 Nov 2023,Land Crossings,Water,UNRWA,20
582,5 Nov 2023,Land Crossings,Shelter Equipment,Algeria,15
583,5 Nov 2023,Land Crossings,Medical Supplies,Russia,20
584,5 Nov 2023,Land Crossings,Shelter Equipment,Algeria,15
585,5 Nov 2023,Land Crossings,Combined Aid,ICRC,15
586,5 Nov 2023,Land Crossings,Medical Supplies,Kuwait,20
587,5 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
588,5 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
589,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
590,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
591,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
592,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
593,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
594,5 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
595,5 Nov 2023,Land Crossings,Food,WFP,15
596,5 Nov 2023,Land Crossings,Medical Supplies,India,10
597,5 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
598,5 Nov 2023,Land Crossings,Food,Mixed donors,15
599,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,30
600,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,30
601,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,30
602,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,20
603,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,20
604,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,20
605,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
606,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
607,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
608,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
609,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
610,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
611,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
612,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
613,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
614,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
615,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
616,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
617,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
618,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
619,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
620,5 Nov 2023,Land Crossings,Medical Supplies,Kuwait,20
621,5 Nov 2023,Land Crossings,Medical Supplies,Turkey,20
622,5 Nov 2023,Land Crossings,Shelter Equipment,IOM,15
623,5 Nov 2023,Land Crossings,Combined Aid,Mixed donors,15
624,5 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
625,5 Nov 2023,Land Crossings,Shelter Equipment,Pakistan,15
626,5 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
627,5 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
628,5 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
629,5 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
630,5 Nov 2023,Land Crossings,Shelter Equipment,UNRWA,15
631,5 Nov 2023,Land Crossings,Medical Supplies,Save the Children,10
632,5 Nov 2023,Land Crossings,Medical Supplies,Save the Children,10
633,5 Nov 2023,Land Crossings,Shelter Equipment,Mixed donors,15
634,5 Nov 2023,Land Crossings,Food,Mixed donors,20
635,5 Nov 2023,Land Crossings,Water,UNRWA,20
636,5 Nov 2023,Land Crossings,Water,UNRWA,20
637,5 Nov 2023,Land Crossings,Shelter Equipment,Algeria,15
638,5 Nov 2023,Land Crossings,Combined Aid,ICRC,15
639,5 Nov 2023,Land Crossings,Water,UNRWA,20
640,5 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
641,5 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,15
642,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
643,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
644,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
645,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
646,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
647,5 Nov 2023,Land Crossings,Water,Egyptian National Red Crescent Society,20
648,5 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
649,5 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
650,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
651,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,30
652,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,30
653,6 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,30
654,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,25
655,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
656,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
657,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
658,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
659,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
660,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
661,6 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
662,6 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
663,6 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
664,6 Nov 2023,Land Crossings,Medical Supplies,Egyptian National Red Crescent Society,15
665,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,5
666,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,5
667,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,5
668,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,5
669,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
670,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,10
671,6 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
672,6 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
673,6 Nov 2023,Land Crossings,Shelter Equipment,Egyptian National Red Crescent Society,10
674,6 Nov 2023,Land Crossings,Food,WFP,15
675,6 Nov 2023,Land Crossings,Water,UNRWA,20
676,6 Nov 2023,Land Crossings,Medical Supplies,Mixed donors,15
677,6 Nov 2023,Land Crossings,Medical Supplies,Malaysia,20
678,6 Nov 2023,Land Crossings,Medical Supplies,Mixed donors,20
679,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
680,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
681,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,20
682,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,15
683,6 Nov 2023,Land Crossings,Food,WFP,15
684,6 Nov 2023,Land Crossings,Food,WFP,15
685,6 Nov 2023,Land Crossings,Food,WFP,15
686,6 Nov 2023,Land Crossings,Food,WFP,15
687,6 Nov 2023,Land Crossings,Food,WFP,15
688,6 Nov 2023,Land Crossings,Food,WFP,15
689,6 Nov 2023,Land Crossings,Water,UNRWA,20
690,6 Nov 2023,Land Crossings,Medical Supplies,Morocco,20
691,6 Nov 2023,Land Crossings,Medical Supplies,Jordan,20
692,6 Nov 2023,Land Crossings,Food,Egyptian National Red Crescent Society,15
693,6 Nov 2023,Land Crossings,Combined Aid,Egyptian National Red Crescent Society,10
